size,stars,forks_count,open_issues,has_wiki,has_pages,has_issues,has_projects,has_discussions,author_type,author_followers,num_topics,javascript,typescript,python,rust,other_language,desc_word_count,created_at,updated_at,pushed_at,has_homepage,mit_license,nan_license,apache_license,other_license,remain_license
42830,54439,6460,248,TRUE,FALSE,TRUE,FALSE,FALSE,User,6484,5,FALSE,FALSE,FALSE,FALSE,TRUE,6,427748,467983,467742,0,0,1,0,0,0
43676,54418,8496,491,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,2637,0,FALSE,FALSE,FALSE,FALSE,TRUE,5,461148,467983,467863,1,0,0,0,1,0
153756,54307,24284,2193,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,2525,5,FALSE,FALSE,TRUE,FALSE,FALSE,5,356119,467982,467978,1,0,0,0,0,1
989,54254,9308,122,FALSE,FALSE,TRUE,FALSE,FALSE,Organization,318,4,FALSE,FALSE,FALSE,FALSE,TRUE,7,393461,467983,465497,1,1,0,0,0,0
422221,53837,6547,377,FALSE,TRUE,TRUE,TRUE,FALSE,Organization,1065,19,TRUE,FALSE,FALSE,FALSE,FALSE,15,401005,467983,467983,1,0,0,0,1,0
402206,53580,7715,360,FALSE,TRUE,TRUE,FALSE,TRUE,User,2717,5,FALSE,FALSE,FALSE,FALSE,TRUE,10,439713,467983,467773,1,0,0,0,0,1
91788,53380,14548,2527,TRUE,TRUE,TRUE,TRUE,TRUE,Organization,594,7,FALSE,FALSE,FALSE,FALSE,TRUE,7,409132,467981,467831,1,1,0,0,0,0
569637,53143,26843,8175,FALSE,FALSE,TRUE,TRUE,FALSE,Organization,12268,0,FALSE,FALSE,TRUE,FALSE,FALSE,4,412986,467983,467983,1,0,0,0,1,0
260324,52863,21121,834,FALSE,FALSE,TRUE,TRUE,FALSE,Organization,1067,7,FALSE,FALSE,FALSE,FALSE,TRUE,3,335520,467981,467982,1,1,0,0,0,0
5048,52311,2188,321,TRUE,FALSE,TRUE,FALSE,TRUE,User,6958,10,FALSE,FALSE,FALSE,FALSE,TRUE,5,384038,467982,467959,0,1,0,0,0,0
125278,52084,3765,329,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,665,4,FALSE,FALSE,FALSE,FALSE,TRUE,5,384848,467983,467977,1,0,0,0,0,1
451361,52053,10620,1354,TRUE,TRUE,TRUE,TRUE,TRUE,Organization,7189,18,FALSE,TRUE,FALSE,FALSE,FALSE,10,399304,467983,467983,1,0,0,1,0,0
3532,51953,17282,4,FALSE,FALSE,TRUE,FALSE,FALSE,Organization,21695,10,FALSE,FALSE,FALSE,FALSE,TRUE,5,407960,467983,467956,0,1,0,0,0,0
191827,51879,36155,1438,TRUE,TRUE,TRUE,TRUE,FALSE,Organization,6320,3,FALSE,FALSE,FALSE,FALSE,TRUE,2,358827,467982,467983,1,0,0,1,0,0
67540,51501,3530,136,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,335,19,FALSE,TRUE,FALSE,FALSE,FALSE,8,435107,467983,467981,1,1,0,0,0,0
5007,51488,10492,1,TRUE,FALSE,TRUE,TRUE,FALSE,User,64477,0,FALSE,FALSE,FALSE,FALSE,TRUE,20,441324,467982,467960,0,1,0,0,0,0
498,51453,6244,95,FALSE,FALSE,TRUE,FALSE,FALSE,User,1476,5,FALSE,FALSE,FALSE,FALSE,TRUE,6,401585,467981,467771,0,0,1,0,0,0
1884,51387,6814,812,TRUE,TRUE,TRUE,TRUE,FALSE,User,1059,6,FALSE,FALSE,FALSE,FALSE,TRUE,6,413539,467980,467909,0,1,0,0,0,0
75750,51382,5312,369,TRUE,TRUE,TRUE,TRUE,TRUE,User,24960,4,FALSE,FALSE,TRUE,FALSE,FALSE,6,396401,467983,466771,0,1,0,0,0,0
150487,51336,2767,830,FALSE,FALSE,TRUE,FALSE,TRUE,Organization,37944,11,FALSE,TRUE,FALSE,FALSE,FALSE,20,437177,467983,467975,1,0,0,1,0,0
145884,51226,9312,7,TRUE,FALSE,TRUE,TRUE,TRUE,User,4393,14,TRUE,FALSE,FALSE,FALSE,FALSE,11,422887,467982,467879,1,0,0,0,1,0
1505,51179,5654,22,FALSE,FALSE,TRUE,FALSE,TRUE,User,56020,6,FALSE,FALSE,FALSE,FALSE,TRUE,6,390299,467983,467958,1,0,0,0,0,1
52748,51074,8552,396,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,728,7,FALSE,FALSE,FALSE,FALSE,TRUE,7,391072,467983,467983,1,0,0,1,0,0
207074,50594,15558,107,TRUE,TRUE,TRUE,TRUE,FALSE,User,2377,0,TRUE,FALSE,FALSE,FALSE,FALSE,7,425020,467983,465502,1,0,0,0,0,1
113055,50578,5103,1070,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,110,10,TRUE,FALSE,FALSE,FALSE,FALSE,13,379293,467983,464848,1,1,0,0,0,0
174081,50530,12672,11,TRUE,FALSE,TRUE,TRUE,FALSE,User,1785,0,FALSE,FALSE,TRUE,FALSE,FALSE,168,426345,467983,467954,1,0,1,0,0,0
1137124,50467,3769,268,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,1861,10,FALSE,TRUE,FALSE,FALSE,FALSE,13,436347,467983,467982,1,0,0,1,0,0
379,50369,11019,75,FALSE,TRUE,TRUE,FALSE,FALSE,User,10238,3,FALSE,FALSE,FALSE,FALSE,TRUE,6,362360,467978,467035,1,1,0,0,0,0
21853,50338,10036,54,FALSE,FALSE,TRUE,FALSE,TRUE,Organization,2243,0,FALSE,TRUE,FALSE,FALSE,FALSE,4,388964,467982,467929,1,1,0,0,0,0
12845,49552,9089,283,TRUE,FALSE,TRUE,FALSE,FALSE,Organization,730,8,FALSE,FALSE,TRUE,FALSE,FALSE,6,360449,467981,467866,1,0,0,1,0,0
211841,49109,3470,463,TRUE,FALSE,TRUE,TRUE,TRUE,User,1979,15,FALSE,FALSE,FALSE,FALSE,TRUE,5,439958,467983,467940,1,0,0,0,0,1
1059608,49031,13646,493,TRUE,FALSE,TRUE,FALSE,TRUE,Organization,997,17,FALSE,TRUE,FALSE,FALSE,FALSE,19,382509,467983,467980,1,1,0,0,0,0
179658,48486,9948,12,TRUE,TRUE,FALSE,FALSE,TRUE,Organization,37948,11,FALSE,FALSE,FALSE,FALSE,TRUE,11,448536,467983,467693,1,1,0,0,0,0
42414,48470,4130,1048,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,656,6,FALSE,TRUE,FALSE,FALSE,FALSE,7,438312,467983,467982,1,1,0,0,0,0
103959,48318,12933,723,TRUE,FALSE,TRUE,TRUE,FALSE,User,3835,4,FALSE,FALSE,TRUE,FALSE,FALSE,12,413492,467982,467863,0,1,0,0,0,0
164642,48253,8157,892,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,1400,7,FALSE,FALSE,FALSE,FALSE,TRUE,8,376042,467983,467958,1,0,0,1,0,0
1778238,48080,9628,215,FALSE,TRUE,TRUE,TRUE,FALSE,Organization,23256,7,FALSE,FALSE,FALSE,FALSE,TRUE,5,392440,467983,466538,1,0,0,1,0,0
16821,47816,12610,17,FALSE,TRUE,FALSE,TRUE,FALSE,User,6086,17,FALSE,FALSE,TRUE,FALSE,FALSE,13,410213,467983,467962,1,1,0,0,0,0
67978,47737,6871,592,TRUE,TRUE,TRUE,TRUE,TRUE,Organization,1057,11,FALSE,FALSE,FALSE,FALSE,TRUE,14,383496,467983,467974,1,0,0,0,0,1
44407,47718,3924,1197,TRUE,TRUE,TRUE,TRUE,TRUE,Organization,585,8,FALSE,FALSE,TRUE,FALSE,FALSE,8,445467,467983,467983,1,0,0,0,0,1
88218,47635,8472,857,TRUE,FALSE,TRUE,FALSE,TRUE,User,2611,14,FALSE,FALSE,FALSE,FALSE,TRUE,11,390540,467982,467982,0,1,0,0,0,0
420011,47515,10547,740,TRUE,TRUE,TRUE,TRUE,FALSE,Organization,23256,2,FALSE,FALSE,FALSE,FALSE,TRUE,5,389270,467983,467924,0,0,0,1,0,0
3752,47373,9225,384,TRUE,TRUE,FALSE,TRUE,FALSE,User,2648,0,FALSE,FALSE,TRUE,FALSE,FALSE,7,373741,467983,467895,1,0,0,0,1,0
20992,47370,7146,273,FALSE,FALSE,TRUE,TRUE,FALSE,Organization,101,0,TRUE,FALSE,FALSE,FALSE,FALSE,8,360817,467980,467679,1,1,0,0,0,0
17083,47328,3633,80,FALSE,FALSE,TRUE,FALSE,FALSE,Organization,307,16,FALSE,FALSE,FALSE,FALSE,TRUE,10,394770,467983,467982,1,0,0,1,0,0
1401,47259,7996,46,FALSE,TRUE,TRUE,TRUE,FALSE,User,5803,4,FALSE,FALSE,FALSE,FALSE,TRUE,10,393353,467983,467554,0,0,1,0,0,0
24667,47250,9993,736,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,266,8,FALSE,FALSE,TRUE,FALSE,FALSE,11,351889,467982,467980,1,0,0,0,0,1
91071,47248,2838,1444,TRUE,TRUE,TRUE,TRUE,TRUE,User,1569,5,FALSE,TRUE,FALSE,FALSE,FALSE,7,411800,467981,467979,1,1,0,0,0,0
26851,47183,3577,376,TRUE,TRUE,TRUE,TRUE,FALSE,Organization,730,7,FALSE,FALSE,TRUE,FALSE,FALSE,17,410397,467983,467983,1,0,0,0,1,0
102311,47166,3946,359,TRUE,TRUE,TRUE,TRUE,FALSE,User,5534,5,FALSE,FALSE,FALSE,FALSE,TRUE,6,403774,467982,467882,1,1,0,0,0,0
139584,47017,7687,19,TRUE,TRUE,TRUE,TRUE,FALSE,Organization,679,4,FALSE,FALSE,FALSE,FALSE,TRUE,23,377131,467983,467983,0,0,0,1,0,0
3290,46853,6344,55,FALSE,TRUE,FALSE,FALSE,FALSE,User,2513,18,FALSE,FALSE,FALSE,FALSE,TRUE,14,415041,467982,467554,0,0,1,0,0,0
12770,46747,2774,338,TRUE,FALSE,TRUE,FALSE,FALSE,Organization,191,10,FALSE,FALSE,FALSE,TRUE,FALSE,5,404380,467982,467974,1,0,0,1,0,0
55898,46679,10093,209,TRUE,TRUE,TRUE,TRUE,TRUE,Organization,566,6,FALSE,FALSE,FALSE,FALSE,TRUE,10,340132,467982,467888,1,1,0,0,0,0
909811,46674,22979,27,TRUE,FALSE,TRUE,TRUE,FALSE,User,6657,0,FALSE,FALSE,FALSE,FALSE,TRUE,38,369336,467983,467890,1,1,0,0,0,0
105,46525,6731,68,FALSE,FALSE,TRUE,FALSE,FALSE,User,5102,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,402258,467983,466985,0,0,1,0,0,0
2280,46425,6986,416,TRUE,TRUE,TRUE,FALSE,TRUE,User,1383,12,FALSE,FALSE,FALSE,FALSE,TRUE,18,390438,467983,467882,1,1,0,0,0,0
871781,46394,10301,24,TRUE,FALSE,TRUE,TRUE,FALSE,User,8983,3,FALSE,FALSE,FALSE,FALSE,TRUE,8,394272,467983,467554,0,1,0,0,0,0
227993,46303,25071,144,FALSE,FALSE,FALSE,FALSE,FALSE,Organization,1333,3,FALSE,FALSE,FALSE,FALSE,TRUE,34,338004,467981,467940,0,0,0,0,1,0
108050,45625,3889,1164,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,321,18,TRUE,FALSE,FALSE,FALSE,FALSE,6,411232,467983,467980,1,1,0,0,0,0
103226,45399,3953,873,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,2030,11,FALSE,TRUE,FALSE,FALSE,FALSE,21,410409,467983,467983,1,1,0,0,0,0
49045,45193,3655,201,TRUE,TRUE,TRUE,TRUE,FALSE,User,3129,7,TRUE,FALSE,FALSE,FALSE,FALSE,3,404972,467982,466729,1,1,0,0,0,0
1497,45185,5046,15,FALSE,TRUE,FALSE,FALSE,FALSE,User,1078,20,FALSE,FALSE,FALSE,FALSE,TRUE,9,420650,467983,467958,0,1,0,0,0,0
201849,44979,12318,24,FALSE,TRUE,TRUE,TRUE,FALSE,User,3660,14,FALSE,FALSE,TRUE,FALSE,FALSE,4,420464,467983,467835,1,0,0,0,0,1
330,44839,2139,97,TRUE,FALSE,TRUE,TRUE,FALSE,User,4078,0,FALSE,FALSE,TRUE,FALSE,FALSE,24,399738,467974,466880,0,1,0,0,0,0
245456,44787,6958,294,FALSE,TRUE,TRUE,TRUE,TRUE,Organization,13883,6,FALSE,TRUE,FALSE,FALSE,FALSE,7,416102,467983,467870,1,1,0,0,0,0
96947,44749,5589,1028,FALSE,FALSE,TRUE,FALSE,TRUE,Organization,449,9,TRUE,FALSE,FALSE,FALSE,FALSE,23,397105,467983,467917,1,1,0,0,0,0
1964002,44734,5533,148,FALSE,FALSE,FALSE,FALSE,FALSE,Organization,4316,7,FALSE,FALSE,FALSE,FALSE,TRUE,4,369208,467982,467983,1,0,1,0,0,0
19625,44248,3638,220,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,147,12,FALSE,FALSE,FALSE,FALSE,TRUE,6,385134,467983,467982,1,0,0,0,1,0
1073,44087,6252,67,TRUE,FALSE,TRUE,TRUE,FALSE,User,1049,3,FALSE,FALSE,FALSE,FALSE,TRUE,5,416866,467977,464947,1,1,0,0,0,0
964951,44067,29081,889,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,355,7,FALSE,TRUE,FALSE,FALSE,FALSE,8,374846,467983,467983,0,0,0,0,1,0
48418,44001,9108,86,FALSE,TRUE,TRUE,FALSE,FALSE,Organization,1304,4,FALSE,FALSE,FALSE,FALSE,TRUE,10,373067,467982,467962,1,0,0,1,0,0
20994814,43992,3328,26,TRUE,TRUE,TRUE,TRUE,TRUE,User,936,13,FALSE,FALSE,FALSE,FALSE,TRUE,26,393819,467983,467957,1,0,0,0,1,0
2579,43900,975,3,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,2215,0,FALSE,FALSE,FALSE,FALSE,TRUE,8,465348,467983,467560,0,1,0,0,0,0
316821,43655,9097,31,FALSE,FALSE,FALSE,FALSE,FALSE,Organization,1290,8,FALSE,FALSE,TRUE,FALSE,FALSE,1,417626,467983,467819,1,0,0,1,0,0
1245,43579,8276,353,TRUE,FALSE,TRUE,TRUE,FALSE,User,5652,18,FALSE,FALSE,FALSE,FALSE,TRUE,1,405199,467983,467963,0,0,1,0,0,0
120577,43486,5248,242,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,116,12,TRUE,FALSE,FALSE,FALSE,FALSE,5,368592,467983,467947,1,0,0,0,1,0
75232,43470,9246,191,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,237,10,FALSE,FALSE,FALSE,FALSE,TRUE,13,381427,467983,467983,1,0,0,1,0,0
758948,43412,2836,2684,FALSE,TRUE,TRUE,FALSE,TRUE,Organization,871,12,TRUE,FALSE,FALSE,FALSE,FALSE,12,395951,467983,467978,1,1,0,0,0,0
49973,43332,1562,139,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,1010,16,FALSE,FALSE,TRUE,FALSE,FALSE,14,437054,467983,467909,1,1,0,0,0,0
4611,43316,9644,20,TRUE,TRUE,TRUE,TRUE,TRUE,User,2566,19,FALSE,FALSE,TRUE,FALSE,FALSE,23,436143,467982,467949,0,0,0,0,1,0
234623,43232,9398,123,FALSE,FALSE,TRUE,FALSE,FALSE,Organization,537,13,TRUE,FALSE,FALSE,FALSE,FALSE,11,379905,467981,467983,1,1,0,0,0,0
5900,43119,2177,730,TRUE,TRUE,TRUE,TRUE,FALSE,User,1698,6,TRUE,FALSE,FALSE,FALSE,FALSE,14,423151,467981,467862,1,1,0,0,0,0
120068,43112,4612,614,TRUE,TRUE,TRUE,TRUE,FALSE,Organization,351,13,FALSE,FALSE,FALSE,FALSE,TRUE,5,400601,467981,467983,1,1,0,0,0,0
30468,43081,8083,19,TRUE,FALSE,TRUE,FALSE,TRUE,User,6007,11,FALSE,FALSE,FALSE,FALSE,TRUE,13,434569,467983,467958,1,0,0,0,0,1
13400,42892,6779,5,FALSE,FALSE,TRUE,FALSE,FALSE,User,1431,13,FALSE,FALSE,FALSE,FALSE,TRUE,12,390278,467982,467893,1,1,0,0,0,0
21541,42818,6867,58,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,206,4,TRUE,FALSE,FALSE,FALSE,FALSE,8,406462,467975,467505,1,1,0,0,0,0
10242,42759,15140,218,TRUE,FALSE,TRUE,TRUE,FALSE,User,5110,6,FALSE,FALSE,FALSE,FALSE,TRUE,11,402013,467982,462859,0,0,0,0,1,0
13313,42680,11503,188,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,7600,3,FALSE,FALSE,FALSE,FALSE,TRUE,16,404076,467980,467972,0,0,0,1,0,0
135125,42552,9381,335,TRUE,TRUE,TRUE,TRUE,FALSE,Organization,4434,0,TRUE,FALSE,FALSE,FALSE,FALSE,4,362164,467982,467967,1,0,0,1,0,0
131633,42534,18092,88,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,384,5,TRUE,FALSE,FALSE,FALSE,FALSE,10,385537,467983,467959,1,1,0,0,0,0
55238,42464,8690,35,FALSE,FALSE,TRUE,FALSE,FALSE,Organization,771,8,FALSE,FALSE,FALSE,FALSE,TRUE,9,400377,467983,467689,1,1,0,0,0,0
7568,42403,2497,46,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,1220,12,FALSE,FALSE,FALSE,FALSE,TRUE,6,389509,467976,467941,1,0,0,0,1,0
266380,42396,5196,4576,FALSE,FALSE,TRUE,FALSE,TRUE,Organization,770,9,FALSE,FALSE,FALSE,FALSE,TRUE,4,362045,467982,467980,1,1,0,0,0,0
38387,42367,2263,765,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,1162,11,TRUE,FALSE,FALSE,FALSE,FALSE,9,417254,467983,467983,1,1,0,0,0,0
203947,42326,16614,311,TRUE,TRUE,TRUE,FALSE,FALSE,Organization,6533,5,FALSE,FALSE,FALSE,FALSE,TRUE,7,385572,467981,467983,1,0,0,0,0,1
205650,42273,4728,845,FALSE,FALSE,TRUE,FALSE,TRUE,Organization,124,11,FALSE,FALSE,FALSE,FALSE,TRUE,7,386712,467981,467844,1,1,0,0,0,0
9495,42254,4457,248,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,1367,0,FALSE,FALSE,FALSE,FALSE,TRUE,20,466648,467983,467979,0,1,0,0,0,0
1981,42250,5503,54,TRUE,TRUE,TRUE,TRUE,FALSE,User,3381,4,FALSE,FALSE,FALSE,FALSE,TRUE,5,424620,467983,467977,0,0,0,0,0,1
97695,42237,5626,825,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,501,7,FALSE,TRUE,FALSE,FALSE,FALSE,10,392195,467980,467983,1,1,0,0,0,0
1790,42139,10450,84,FALSE,FALSE,TRUE,TRUE,FALSE,User,4043,0,FALSE,FALSE,FALSE,FALSE,TRUE,14,381371,467983,465784,1,1,0,0,0,0
28254,42128,4169,69,TRUE,FALSE,TRUE,TRUE,TRUE,User,2426,19,FALSE,FALSE,FALSE,TRUE,FALSE,13,444805,467983,467981,1,0,0,0,0,1
291260,41997,6354,540,TRUE,TRUE,TRUE,TRUE,FALSE,Organization,18,9,FALSE,TRUE,FALSE,FALSE,FALSE,3,385175,467967,467982,1,1,0,0,0,0
38293,41996,10750,126,TRUE,FALSE,TRUE,TRUE,FALSE,User,14790,0,FALSE,FALSE,FALSE,FALSE,TRUE,11,373305,467981,467215,0,0,0,0,0,1
369676,41885,7612,136,TRUE,FALSE,TRUE,FALSE,FALSE,User,1398,6,FALSE,FALSE,TRUE,FALSE,FALSE,12,433014,467982,467576,0,0,0,0,1,0
204919,41666,6199,3773,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,1622,7,FALSE,FALSE,FALSE,FALSE,TRUE,6,404486,467981,467983,1,0,0,0,0,1
5900,41544,7264,185,TRUE,TRUE,TRUE,FALSE,TRUE,Organization,1304,2,FALSE,FALSE,FALSE,FALSE,TRUE,9,356611,467982,467876,1,0,0,1,0,0
52107,41408,1092,763,FALSE,FALSE,TRUE,FALSE,TRUE,Organization,714,12,FALSE,FALSE,FALSE,FALSE,TRUE,13,449542,467983,467980,1,0,1,0,0,0
30920,41273,1081,205,FALSE,FALSE,TRUE,FALSE,TRUE,User,5593,8,FALSE,FALSE,FALSE,TRUE,FALSE,5,423416,467982,467977,0,0,0,1,0,0
16778,41254,4920,135,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,661,14,FALSE,FALSE,TRUE,FALSE,FALSE,11,429349,467983,467931,1,1,0,0,0,0
119363,41172,2889,1963,FALSE,FALSE,TRUE,TRUE,FALSE,Organization,367,4,TRUE,FALSE,FALSE,FALSE,FALSE,13,403672,467980,467146,1,0,0,0,1,0
844,41118,8282,2,FALSE,FALSE,FALSE,FALSE,FALSE,User,16319,9,FALSE,FALSE,FALSE,FALSE,TRUE,2,409602,467982,467590,0,0,0,0,0,1
764,41019,5283,29,FALSE,FALSE,TRUE,TRUE,FALSE,User,559,5,FALSE,FALSE,FALSE,FALSE,TRUE,9,388142,467982,463691,1,1,0,0,0,0
1608,41003,3194,16,TRUE,FALSE,TRUE,TRUE,FALSE,User,980,0,FALSE,FALSE,FALSE,FALSE,TRUE,4,390570,467979,467063,0,0,0,0,0,1
1844,40996,2121,116,FALSE,FALSE,TRUE,FALSE,TRUE,User,6679,12,FALSE,FALSE,FALSE,FALSE,TRUE,15,424971,467982,467872,1,0,0,0,0,1
2989,40944,3722,2,FALSE,FALSE,TRUE,FALSE,TRUE,Organization,467,6,TRUE,FALSE,FALSE,FALSE,FALSE,9,424418,467981,467916,1,1,0,0,0,0
22764,40923,3439,894,FALSE,FALSE,TRUE,FALSE,TRUE,Organization,7930,9,FALSE,TRUE,FALSE,FALSE,FALSE,6,407596,467981,467861,1,1,0,0,0,0
10955,40865,10050,61,TRUE,TRUE,FALSE,TRUE,FALSE,User,3805,18,FALSE,FALSE,FALSE,FALSE,TRUE,5,425215,467983,466319,0,1,0,0,0,0
32926,40832,4573,1440,TRUE,FALSE,TRUE,TRUE,TRUE,User,4646,0,FALSE,FALSE,TRUE,FALSE,FALSE,8,462768,467983,467983,0,1,0,0,0,0
159,40829,4842,11,TRUE,FALSE,TRUE,TRUE,FALSE,User,27720,6,FALSE,FALSE,FALSE,FALSE,TRUE,6,413132,467983,467854,0,0,1,0,0,0
58568,40730,2151,537,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,329,19,FALSE,FALSE,FALSE,FALSE,TRUE,14,396882,467983,467941,1,0,0,0,1,0
2272,40447,4294,139,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,1459,4,FALSE,FALSE,FALSE,FALSE,TRUE,5,415482,467983,467563,1,0,0,1,0,0
34429,40054,12503,110,TRUE,FALSE,TRUE,TRUE,FALSE,User,13440,7,FALSE,FALSE,FALSE,FALSE,TRUE,19,411792,467982,467909,1,0,0,0,0,1
91436,39988,4753,148,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,297,13,FALSE,TRUE,FALSE,FALSE,FALSE,16,377445,467983,467900,1,1,0,0,0,0
72432,39879,3051,1042,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,199,17,TRUE,FALSE,FALSE,FALSE,FALSE,12,419583,467983,467633,1,1,0,0,0,0
202492,39692,8184,92,TRUE,TRUE,TRUE,FALSE,TRUE,Organization,210,6,TRUE,FALSE,FALSE,FALSE,FALSE,11,409105,467983,467702,1,1,0,0,0,0
339,39628,4417,109,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,239,5,FALSE,FALSE,FALSE,FALSE,TRUE,4,418046,467983,467170,0,0,0,0,1,0
305009,39622,4881,1351,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,2001,3,FALSE,FALSE,FALSE,FALSE,TRUE,8,430946,467983,467982,1,0,0,1,0,0
4900,39611,6594,5,FALSE,TRUE,TRUE,FALSE,FALSE,User,881,15,FALSE,FALSE,FALSE,FALSE,TRUE,6,405969,467983,467972,1,0,0,0,0,1
129379,39608,3953,875,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,62,6,TRUE,FALSE,FALSE,FALSE,FALSE,19,368237,467982,467929,1,1,0,0,0,0
848593,39469,8819,531,TRUE,TRUE,TRUE,TRUE,FALSE,User,1867,15,FALSE,FALSE,TRUE,FALSE,FALSE,8,424475,467983,467380,0,0,0,0,0,1
2345396,39408,7290,383,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,1221,0,FALSE,FALSE,TRUE,FALSE,FALSE,28,411096,467982,467983,1,1,0,0,0,0
31860,39354,7464,37,FALSE,TRUE,TRUE,TRUE,TRUE,Organization,104,15,FALSE,FALSE,FALSE,FALSE,TRUE,5,390771,467977,467945,0,1,0,0,0,0
13025,39084,2541,773,FALSE,FALSE,TRUE,FALSE,FALSE,User,1230,10,TRUE,FALSE,FALSE,FALSE,FALSE,9,380305,467982,467196,1,0,0,0,1,0
113845,39045,4688,49,FALSE,TRUE,TRUE,FALSE,TRUE,Organization,544,12,FALSE,FALSE,FALSE,FALSE,TRUE,6,394794,467983,467983,1,0,0,0,0,1
34461,38926,2448,167,FALSE,FALSE,TRUE,FALSE,TRUE,Organization,1730,4,FALSE,TRUE,FALSE,FALSE,FALSE,21,408700,467983,467966,1,1,0,0,0,0
48177,38909,25916,843,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,7190,7,FALSE,FALSE,FALSE,FALSE,TRUE,11,372245,467983,467982,1,0,0,1,0,0
164290,38833,4844,798,TRUE,TRUE,TRUE,TRUE,FALSE,User,1133,7,TRUE,FALSE,FALSE,FALSE,FALSE,8,391817,467970,467650,1,1,0,0,0,0
93347,38810,9502,158,TRUE,FALSE,TRUE,TRUE,FALSE,User,5502,10,FALSE,FALSE,FALSE,FALSE,TRUE,3,437867,467983,467951,0,0,1,0,0,0
14813,38655,13864,329,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,1790,13,FALSE,FALSE,TRUE,FALSE,FALSE,10,441601,467983,467983,1,0,0,0,0,1
2346,38652,6716,109,FALSE,FALSE,TRUE,FALSE,FALSE,Organization,5900,3,FALSE,FALSE,FALSE,TRUE,FALSE,13,400632,467983,467983,1,1,0,0,0,0
91911,38591,6586,3445,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,1448,8,FALSE,FALSE,FALSE,FALSE,TRUE,4,403534,467980,467978,1,1,0,0,0,0
183728,38536,3488,885,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,157,20,FALSE,FALSE,FALSE,FALSE,TRUE,21,387495,467983,467976,1,1,0,0,0,0
6543,38517,971,125,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,64,4,FALSE,FALSE,FALSE,FALSE,TRUE,6,429570,467983,467978,0,1,0,0,0,0
45158,38446,16916,193,TRUE,TRUE,TRUE,TRUE,FALSE,User,16028,6,FALSE,FALSE,FALSE,FALSE,TRUE,9,408564,467980,467836,1,1,0,0,0,0
326560,38420,16290,3508,FALSE,FALSE,TRUE,TRUE,FALSE,Organization,2802,6,FALSE,FALSE,TRUE,FALSE,FALSE,24,356279,467982,467983,1,0,0,0,0,1
8608,38383,3447,681,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,65,12,FALSE,FALSE,FALSE,FALSE,TRUE,14,378581,467982,467756,0,1,0,0,0,0
1048,38345,5093,116,FALSE,FALSE,TRUE,TRUE,FALSE,User,848,4,FALSE,FALSE,FALSE,FALSE,TRUE,9,381083,467983,466695,0,0,1,0,0,0
1334304,38128,3461,1068,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,262,13,TRUE,FALSE,FALSE,FALSE,FALSE,5,425382,467982,467983,1,0,0,1,0,0
484823,37970,10010,823,TRUE,TRUE,TRUE,TRUE,FALSE,Organization,923,0,FALSE,FALSE,FALSE,FALSE,TRUE,10,393905,467983,467983,1,0,0,1,0,0
