size,stars,forks_count,open_issues,has_wiki,has_pages,has_issues,has_projects,has_discussions,author_type,contributors,commits,comments,deployments,num_topics,javascript,typescript,python,rust,other_language,desc_word_count,created_at,updated_at,pushed_at,has_homepage,mit_license,nan_license,apache_license,other_license,remain_license
2471,55608,6718,3,FALSE,FALSE,TRUE,FALSE,FALSE,User,436,1973,11,0,10,FALSE,FALSE,FALSE,FALSE,TRUE,8,390912,467979,467741,0,0,1,0,0,0
782387,55422,10830,3598,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,376,42955,470,0,15,FALSE,TRUE,FALSE,FALSE,FALSE,26,385210,467979,467980,1,0,0,0,0,1
2102,55393,16637,272,FALSE,FALSE,TRUE,TRUE,TRUE,User,248,755,417,913,6,TRUE,FALSE,FALSE,FALSE,FALSE,8,442853,467980,467958,1,1,0,0,0,0
1096,55334,7581,23,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,137,449,4,0,14,FALSE,FALSE,FALSE,FALSE,TRUE,15,402412,467979,467845,1,0,1,0,0,0
227307,55234,19472,2289,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,205,9078,78,2,9,FALSE,TRUE,FALSE,FALSE,FALSE,13,379149,467977,467811,1,0,0,1,0,0
2964,54822,6835,136,TRUE,FALSE,TRUE,TRUE,FALSE,User,171,537,22,0,4,FALSE,FALSE,FALSE,FALSE,TRUE,14,387922,467977,463376,0,0,0,0,1,0
22577,54582,12229,7,TRUE,FALSE,TRUE,FALSE,TRUE,Organization,245,2459,984,0,7,TRUE,FALSE,FALSE,FALSE,FALSE,14,351204,467980,467583,1,1,0,0,0,0
1115068,54468,10538,129,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,418,21403,242,0,7,TRUE,FALSE,FALSE,FALSE,FALSE,12,397841,467978,467978,1,1,0,0,0,0
3743,54445,7749,10,TRUE,FALSE,TRUE,TRUE,FALSE,User,187,1292,7,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,11,433418,467979,467022,0,1,0,0,0,0
42830,54439,6460,248,TRUE,FALSE,TRUE,FALSE,FALSE,User,3,38,5,0,5,FALSE,FALSE,FALSE,FALSE,TRUE,6,427745,467980,467738,0,0,1,0,0,0
43676,54418,8496,491,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,8,33,14,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,5,461145,467980,467860,1,0,0,0,1,0
153756,54307,24284,2193,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,413,29986,2569,0,5,FALSE,FALSE,TRUE,FALSE,FALSE,5,356116,467978,467975,1,0,0,0,0,1
989,54254,9308,122,FALSE,FALSE,TRUE,FALSE,FALSE,Organization,146,762,6,1,4,FALSE,FALSE,FALSE,FALSE,TRUE,7,393456,467980,465492,1,1,0,0,0,0
422221,53837,6547,377,FALSE,TRUE,TRUE,TRUE,FALSE,Organization,367,30184,83,858,19,TRUE,FALSE,FALSE,FALSE,FALSE,15,401002,467979,467980,1,0,0,0,1,0
402206,53580,7715,360,FALSE,TRUE,TRUE,FALSE,TRUE,User,312,2106,13,685,5,FALSE,FALSE,FALSE,FALSE,TRUE,10,439709,467979,467770,1,0,0,0,0,1
91788,53380,14548,2527,TRUE,TRUE,TRUE,TRUE,TRUE,Organization,411,4599,148,205,7,FALSE,FALSE,FALSE,FALSE,TRUE,7,409128,467978,467828,1,1,0,0,0,0
569637,53143,26843,8175,FALSE,FALSE,TRUE,TRUE,FALSE,Organization,346,117145,722,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,4,412981,467980,467979,1,0,0,0,1,0
260324,52863,21121,834,FALSE,FALSE,TRUE,TRUE,FALSE,Organization,370,87732,14312,0,7,FALSE,FALSE,FALSE,FALSE,TRUE,3,335516,467977,467978,1,1,0,0,0,0
5048,52311,2188,321,TRUE,FALSE,TRUE,FALSE,TRUE,User,218,2368,146,0,10,FALSE,FALSE,FALSE,FALSE,TRUE,5,384034,467978,467956,0,1,0,0,0,0
125278,52084,3765,329,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,281,7088,389,102,4,FALSE,FALSE,FALSE,FALSE,TRUE,5,384844,467979,467974,1,0,0,0,0,1
451361,52053,10620,1354,TRUE,TRUE,TRUE,TRUE,TRUE,Organization,426,13453,157,83,18,FALSE,TRUE,FALSE,FALSE,FALSE,10,399301,467979,467979,1,0,0,1,0,0
3532,51953,17282,4,FALSE,FALSE,TRUE,FALSE,FALSE,Organization,432,1859,50,0,10,FALSE,FALSE,FALSE,FALSE,TRUE,5,407956,467979,467952,0,1,0,0,0,0
191827,51879,36155,1438,TRUE,TRUE,TRUE,TRUE,FALSE,Organization,391,26693,676,7,3,FALSE,FALSE,FALSE,FALSE,TRUE,2,358822,467978,467979,1,0,0,1,0,0
67540,51501,3530,136,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,183,4794,74,0,19,FALSE,TRUE,FALSE,FALSE,FALSE,8,435103,467979,467977,1,1,0,0,0,0
5007,51488,10492,1,TRUE,FALSE,TRUE,TRUE,FALSE,User,385,2061,8,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,20,441321,467978,467957,0,1,0,0,0,0
498,51453,6244,95,FALSE,FALSE,TRUE,FALSE,FALSE,User,254,462,13,0,5,FALSE,FALSE,FALSE,FALSE,TRUE,6,401582,467978,467767,0,0,1,0,0,0
1884,51387,6814,812,TRUE,TRUE,TRUE,TRUE,FALSE,User,264,1146,18,581,6,FALSE,FALSE,FALSE,FALSE,TRUE,6,413534,467976,467905,0,1,0,0,0,0
75750,51382,5312,369,TRUE,TRUE,TRUE,TRUE,TRUE,User,142,5774,46,89,4,FALSE,FALSE,TRUE,FALSE,FALSE,6,396397,467979,466768,0,1,0,0,0,0
150487,51336,2767,830,FALSE,FALSE,TRUE,FALSE,TRUE,Organization,402,10634,38,11,11,FALSE,TRUE,FALSE,FALSE,FALSE,20,437173,467980,467971,1,0,0,1,0,0
145884,51226,9312,7,TRUE,FALSE,TRUE,TRUE,TRUE,User,76,1748,12,639,14,TRUE,FALSE,FALSE,FALSE,FALSE,11,422883,467979,467876,1,0,0,0,1,0
1505,51179,5654,22,FALSE,FALSE,TRUE,FALSE,TRUE,User,333,845,8,0,6,FALSE,FALSE,FALSE,FALSE,TRUE,6,390296,467979,467954,1,0,0,0,0,1
52748,51074,8552,396,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,166,6228,724,0,7,FALSE,FALSE,FALSE,FALSE,TRUE,7,391068,467979,467980,1,0,0,1,0,0
207074,50594,15558,107,TRUE,TRUE,TRUE,TRUE,FALSE,User,100,1275,11,309,0,TRUE,FALSE,FALSE,FALSE,FALSE,7,425017,467979,465497,1,0,0,0,0,1
113055,50578,5103,1070,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,184,6747,80,0,10,TRUE,FALSE,FALSE,FALSE,FALSE,13,379290,467980,464843,1,1,0,0,0,0
174081,50530,12672,11,TRUE,FALSE,TRUE,TRUE,FALSE,User,10,154,16,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,168,426341,467980,467951,1,0,1,0,0,0
1137124,50467,3769,268,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,401,19953,8540,57919,10,FALSE,TRUE,FALSE,FALSE,FALSE,13,436344,467979,467979,1,0,0,1,0,0
379,50369,11019,75,FALSE,TRUE,TRUE,FALSE,FALSE,User,36,360,92,8,3,FALSE,FALSE,FALSE,FALSE,TRUE,6,362356,467975,467032,1,1,0,0,0,0
21853,50338,10036,54,FALSE,FALSE,TRUE,FALSE,TRUE,Organization,429,6089,775,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,4,388960,467978,467926,1,1,0,0,0,0
12845,49552,9089,283,TRUE,FALSE,TRUE,FALSE,FALSE,Organization,407,6156,364,237,8,FALSE,FALSE,TRUE,FALSE,FALSE,6,360445,467977,467862,1,0,0,1,0,0
211841,49109,3470,463,TRUE,FALSE,TRUE,TRUE,TRUE,User,91,1007,37,0,15,FALSE,FALSE,FALSE,FALSE,TRUE,5,439953,467980,467937,1,0,0,0,0,1
1059608,49031,13646,493,TRUE,FALSE,TRUE,FALSE,TRUE,Organization,401,12874,645,0,17,FALSE,TRUE,FALSE,FALSE,FALSE,19,382505,467980,467976,1,1,0,0,0,0
179658,48486,9948,12,TRUE,TRUE,FALSE,FALSE,TRUE,Organization,120,1533,11,209,11,FALSE,FALSE,FALSE,FALSE,TRUE,11,448532,467979,467690,1,1,0,0,0,0
42414,48470,4130,1048,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,234,3084,3098,27834,6,FALSE,TRUE,FALSE,FALSE,FALSE,7,438307,467980,467979,1,1,0,0,0,0
103959,48318,12933,723,TRUE,FALSE,TRUE,TRUE,FALSE,User,49,238,9,0,4,FALSE,FALSE,TRUE,FALSE,FALSE,12,413488,467979,467859,0,1,0,0,0,0
164642,48253,8157,892,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,362,11211,236,0,7,FALSE,FALSE,FALSE,FALSE,TRUE,8,376037,467980,467955,1,0,0,1,0,0
1778238,48080,9628,215,FALSE,TRUE,TRUE,TRUE,FALSE,Organization,26,209,40,13,7,FALSE,FALSE,FALSE,FALSE,TRUE,5,392436,467980,466534,1,0,0,1,0,0
16821,47816,12610,17,FALSE,TRUE,FALSE,TRUE,FALSE,User,233,1749,5,45,17,FALSE,FALSE,TRUE,FALSE,FALSE,13,410209,467980,467959,1,1,0,0,0,0
67978,47737,6871,592,TRUE,TRUE,TRUE,TRUE,TRUE,Organization,416,12839,500,10,11,FALSE,FALSE,FALSE,FALSE,TRUE,14,383493,467980,467970,1,0,0,0,0,1
44407,47718,3924,1197,TRUE,TRUE,TRUE,TRUE,TRUE,Organization,386,21691,314,2,8,FALSE,FALSE,TRUE,FALSE,FALSE,8,445462,467980,467980,1,0,0,0,0,1
88218,47635,8472,857,TRUE,FALSE,TRUE,FALSE,TRUE,User,329,7352,237,0,14,FALSE,FALSE,FALSE,FALSE,TRUE,11,390536,467979,467978,0,1,0,0,0,0
420011,47515,10547,740,TRUE,TRUE,TRUE,TRUE,FALSE,Organization,293,6065,292,1564,2,FALSE,FALSE,FALSE,FALSE,TRUE,5,389266,467979,467921,0,0,0,1,0,0
3752,47373,9225,384,TRUE,TRUE,FALSE,TRUE,FALSE,User,214,2512,168,68,0,FALSE,FALSE,TRUE,FALSE,FALSE,7,373738,467979,467892,1,0,0,0,1,0
20992,47370,7146,273,FALSE,FALSE,TRUE,TRUE,FALSE,Organization,405,3980,117,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,8,360813,467977,467675,1,1,0,0,0,0
17083,47328,3633,80,FALSE,FALSE,TRUE,FALSE,FALSE,Organization,194,1678,224,0,16,FALSE,FALSE,FALSE,FALSE,TRUE,10,394766,467979,467978,1,0,0,1,0,0
1401,47259,7996,46,FALSE,TRUE,TRUE,TRUE,FALSE,User,127,554,5,62,4,FALSE,FALSE,FALSE,FALSE,TRUE,10,393349,467979,467551,0,0,1,0,0,0
24667,47250,9993,736,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,377,9803,98,0,8,FALSE,FALSE,TRUE,FALSE,FALSE,11,351884,467978,467977,1,0,0,0,0,1
91071,47248,2838,1444,TRUE,TRUE,TRUE,TRUE,TRUE,User,103,5693,25,477,5,FALSE,TRUE,FALSE,FALSE,FALSE,7,411795,467978,467975,1,1,0,0,0,0
26851,47183,3577,376,TRUE,TRUE,TRUE,TRUE,FALSE,Organization,433,4432,31,11001,7,FALSE,FALSE,TRUE,FALSE,FALSE,17,410394,467980,467980,1,0,0,0,1,0
102311,47166,3946,359,TRUE,TRUE,TRUE,TRUE,FALSE,User,363,1733,32,1117,5,FALSE,FALSE,FALSE,FALSE,TRUE,6,403770,467978,467879,1,1,0,0,0,0
139584,47017,7687,19,TRUE,TRUE,TRUE,TRUE,FALSE,Organization,285,6032,102,594,4,FALSE,FALSE,FALSE,FALSE,TRUE,23,377126,467979,467980,0,0,0,1,0,0
3290,46853,6344,55,FALSE,TRUE,FALSE,FALSE,FALSE,User,296,1812,8,1045,18,FALSE,FALSE,FALSE,FALSE,TRUE,14,415038,467979,467551,0,0,1,0,0,0
12770,46747,2774,338,TRUE,FALSE,TRUE,FALSE,FALSE,Organization,370,2115,96,0,10,FALSE,FALSE,FALSE,TRUE,FALSE,5,404375,467978,467970,1,0,0,1,0,0
55898,46679,10093,209,TRUE,TRUE,TRUE,TRUE,TRUE,Organization,393,11639,568,1710,6,FALSE,FALSE,FALSE,FALSE,TRUE,10,340128,467978,467885,1,1,0,0,0,0
909811,46674,22979,27,TRUE,FALSE,TRUE,TRUE,FALSE,User,232,1614,41,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,38,369332,467980,467886,1,1,0,0,0,0
105,46525,6731,68,FALSE,FALSE,TRUE,FALSE,FALSE,User,47,150,20,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,402253,467980,466981,0,0,1,0,0,0
2280,46425,6986,416,TRUE,TRUE,TRUE,FALSE,TRUE,User,346,1669,9,0,12,FALSE,FALSE,FALSE,FALSE,TRUE,18,390435,467979,467878,1,1,0,0,0,0
871781,46394,10301,24,TRUE,FALSE,TRUE,TRUE,FALSE,User,69,459,18,0,3,FALSE,FALSE,FALSE,FALSE,TRUE,8,394268,467979,467551,0,1,0,0,0,0
227993,46303,25071,144,FALSE,FALSE,FALSE,FALSE,FALSE,Organization,411,70252,1058,0,3,FALSE,FALSE,FALSE,FALSE,TRUE,34,338000,467977,467937,0,0,0,0,1,0
108050,45625,3889,1164,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,436,8454,116,1172,18,TRUE,FALSE,FALSE,FALSE,FALSE,6,411227,467980,467977,1,1,0,0,0,0
103226,45399,3953,873,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,451,4211,343,217,11,FALSE,TRUE,FALSE,FALSE,FALSE,21,410405,467980,467980,1,1,0,0,0,0
49045,45193,3655,201,TRUE,TRUE,TRUE,TRUE,FALSE,User,43,736,6,122,7,TRUE,FALSE,FALSE,FALSE,FALSE,3,404968,467979,466725,1,1,0,0,0,0
1497,45185,5046,15,FALSE,TRUE,FALSE,FALSE,FALSE,User,21,1160,1,303,20,FALSE,FALSE,FALSE,FALSE,TRUE,9,420646,467980,467954,0,1,0,0,0,0
201849,44979,12318,24,FALSE,TRUE,TRUE,TRUE,FALSE,User,81,1723,55,647,14,FALSE,FALSE,TRUE,FALSE,FALSE,4,420460,467979,467832,1,0,0,0,0,1
330,44839,2139,97,TRUE,FALSE,TRUE,TRUE,FALSE,User,69,273,11,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,24,399735,467970,466877,0,1,0,0,0,0
245456,44787,6958,294,FALSE,TRUE,TRUE,TRUE,TRUE,Organization,464,5581,115,783,6,FALSE,TRUE,FALSE,FALSE,FALSE,7,416098,467979,467867,1,1,0,0,0,0
96947,44749,5589,1028,FALSE,FALSE,TRUE,FALSE,TRUE,Organization,359,15674,103,0,9,TRUE,FALSE,FALSE,FALSE,FALSE,23,397102,467979,467913,1,1,0,0,0,0
1964002,44734,5533,148,FALSE,FALSE,FALSE,FALSE,FALSE,Organization,280,101413,8731,0,7,FALSE,FALSE,FALSE,FALSE,TRUE,4,369203,467978,467980,1,0,1,0,0,0
19625,44248,3638,220,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,411,11906,79,0,12,FALSE,FALSE,FALSE,FALSE,TRUE,6,385130,467979,467979,1,0,0,0,1,0
1073,44087,6252,67,TRUE,FALSE,TRUE,TRUE,FALSE,User,95,327,2,0,3,FALSE,FALSE,FALSE,FALSE,TRUE,5,416862,467974,464942,1,1,0,0,0,0
964951,44067,29081,889,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,399,84000,1418,0,7,FALSE,TRUE,FALSE,FALSE,FALSE,8,374843,467979,467979,0,0,0,0,1,0
48418,44001,9108,86,FALSE,TRUE,TRUE,FALSE,FALSE,Organization,248,5383,172,138,4,FALSE,FALSE,FALSE,FALSE,TRUE,10,373064,467978,467958,1,0,0,1,0,0
20994814,43992,3328,26,TRUE,TRUE,TRUE,TRUE,TRUE,User,151,2049,28,243,13,FALSE,FALSE,FALSE,FALSE,TRUE,26,393815,467979,467954,1,0,0,0,1,0
2579,43900,975,3,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,13,36,4,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,8,465344,467980,467556,0,1,0,0,0,0
316821,43655,9097,31,FALSE,FALSE,FALSE,FALSE,FALSE,Organization,245,4096,26,0,8,FALSE,FALSE,TRUE,FALSE,FALSE,1,417623,467980,467815,1,0,0,1,0,0
1245,43579,8276,353,TRUE,FALSE,TRUE,TRUE,FALSE,User,1,1553,45,0,18,FALSE,FALSE,FALSE,FALSE,TRUE,1,405195,467980,467959,0,0,1,0,0,0
120577,43486,5248,242,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,370,33788,1894,1464,12,TRUE,FALSE,FALSE,FALSE,FALSE,5,368588,467979,467944,1,0,0,0,1,0
75232,43470,9246,191,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,374,19741,214,0,10,FALSE,FALSE,FALSE,FALSE,TRUE,13,381424,467979,467979,1,0,0,1,0,0
758948,43412,2836,2684,FALSE,TRUE,TRUE,FALSE,TRUE,Organization,420,19650,18735,22,12,TRUE,FALSE,FALSE,FALSE,FALSE,12,395947,467979,467974,1,1,0,0,0,0
49973,43332,1562,139,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,210,3760,19,0,16,FALSE,FALSE,TRUE,FALSE,FALSE,14,437049,467980,467906,1,1,0,0,0,0
4611,43316,9644,20,TRUE,TRUE,TRUE,TRUE,TRUE,User,146,712,10,36,19,FALSE,FALSE,TRUE,FALSE,FALSE,23,436140,467978,467946,0,0,0,0,1,0
234623,43232,9398,123,FALSE,FALSE,TRUE,FALSE,FALSE,Organization,374,34279,365,1629,13,TRUE,FALSE,FALSE,FALSE,FALSE,11,379901,467978,467980,1,1,0,0,0,0
5900,43119,2177,730,TRUE,TRUE,TRUE,TRUE,FALSE,User,297,1454,26,10,6,TRUE,FALSE,FALSE,FALSE,FALSE,14,423147,467977,467858,1,1,0,0,0,0
120068,43112,4612,614,TRUE,TRUE,TRUE,TRUE,FALSE,Organization,421,4729,40,1847,13,FALSE,FALSE,FALSE,FALSE,TRUE,5,400597,467978,467979,1,1,0,0,0,0
30468,43081,8083,19,TRUE,FALSE,TRUE,FALSE,TRUE,User,39,1005,26,0,11,FALSE,FALSE,FALSE,FALSE,TRUE,13,434566,467979,467955,1,0,0,0,0,1
13400,42892,6779,5,FALSE,FALSE,TRUE,FALSE,FALSE,User,396,6330,145,0,13,FALSE,FALSE,FALSE,FALSE,TRUE,12,390274,467979,467890,1,1,0,0,0,0
21541,42818,6867,58,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,24,667,6,80,4,TRUE,FALSE,FALSE,FALSE,FALSE,8,406458,467972,467501,1,1,0,0,0,0
10242,42759,15140,218,TRUE,FALSE,TRUE,TRUE,FALSE,User,60,250,7,0,6,FALSE,FALSE,FALSE,FALSE,TRUE,11,402008,467979,462855,0,0,0,0,1,0
13313,42680,11503,188,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,56,807,52,0,3,FALSE,FALSE,FALSE,FALSE,TRUE,16,404072,467976,467969,0,0,0,1,0,0
135125,42552,9381,335,TRUE,TRUE,TRUE,TRUE,FALSE,Organization,363,17288,129,3323,0,TRUE,FALSE,FALSE,FALSE,FALSE,4,362161,467979,467964,1,0,0,1,0,0
131633,42534,18092,88,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,116,2626,70,0,5,TRUE,FALSE,FALSE,FALSE,FALSE,10,385533,467979,467955,1,1,0,0,0,0
55238,42464,8690,35,FALSE,FALSE,TRUE,FALSE,FALSE,Organization,85,5389,29,0,8,FALSE,FALSE,FALSE,FALSE,TRUE,9,400374,467979,467686,1,1,0,0,0,0
7568,42403,2497,46,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,202,5683,243,0,12,FALSE,FALSE,FALSE,FALSE,TRUE,6,389505,467972,467937,1,0,0,0,1,0
266380,42396,5196,4576,FALSE,FALSE,TRUE,FALSE,TRUE,Organization,401,54513,18345,4348,9,FALSE,FALSE,FALSE,FALSE,TRUE,4,362041,467978,467977,1,1,0,0,0,0
38387,42367,2263,765,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,373,2940,50,0,11,TRUE,FALSE,FALSE,FALSE,FALSE,9,417251,467979,467979,1,1,0,0,0,0
203947,42326,16614,311,TRUE,TRUE,TRUE,FALSE,FALSE,Organization,432,14213,240,323,5,FALSE,FALSE,FALSE,FALSE,TRUE,7,385567,467977,467979,1,0,0,0,0,1
205650,42273,4728,845,FALSE,FALSE,TRUE,FALSE,TRUE,Organization,415,5899,209,0,11,FALSE,FALSE,FALSE,FALSE,TRUE,7,386708,467978,467840,1,1,0,0,0,0
9495,42254,4457,248,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,43,786,16,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,20,466645,467980,467976,0,1,0,0,0,0
1981,42250,5503,54,TRUE,TRUE,TRUE,TRUE,FALSE,User,99,879,48,19,4,FALSE,FALSE,FALSE,FALSE,TRUE,5,424616,467980,467973,0,0,0,0,0,1
97695,42237,5626,825,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,420,15784,776,137,7,FALSE,TRUE,FALSE,FALSE,FALSE,10,392192,467976,467980,1,1,0,0,0,0
1790,42139,10450,84,FALSE,FALSE,TRUE,TRUE,FALSE,User,16,182,44,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,14,381368,467979,465779,1,1,0,0,0,0
28254,42128,4169,69,TRUE,FALSE,TRUE,TRUE,TRUE,User,189,6109,42,0,19,FALSE,FALSE,FALSE,TRUE,FALSE,13,444802,467979,467978,1,0,0,0,0,1
291260,41997,6354,540,TRUE,TRUE,TRUE,TRUE,FALSE,Organization,433,6813,172,1007,9,FALSE,TRUE,FALSE,FALSE,FALSE,3,385170,467964,467978,1,1,0,0,0,0
38293,41996,10750,126,TRUE,FALSE,TRUE,TRUE,FALSE,User,351,5178,23,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,11,373302,467978,467211,0,0,0,0,0,1
369676,41885,7612,136,TRUE,FALSE,TRUE,FALSE,FALSE,User,16,296,1,0,6,FALSE,FALSE,TRUE,FALSE,FALSE,12,433011,467978,467573,0,0,0,0,1,0
204919,41666,6199,3773,FALSE,FALSE,TRUE,TRUE,TRUE,Organization,409,13580,234,0,7,FALSE,FALSE,FALSE,FALSE,TRUE,6,404481,467977,467980,1,0,0,0,0,1
5900,41544,7264,185,TRUE,TRUE,TRUE,FALSE,TRUE,Organization,150,2056,95,9,2,FALSE,FALSE,FALSE,FALSE,TRUE,9,356608,467978,467872,1,0,0,1,0,0
52107,41408,1092,763,FALSE,FALSE,TRUE,FALSE,TRUE,Organization,227,6413,72,0,12,FALSE,FALSE,FALSE,FALSE,TRUE,13,449539,467980,467976,1,0,1,0,0,0
30920,41273,1081,205,FALSE,FALSE,TRUE,FALSE,TRUE,User,294,2632,13,0,8,FALSE,FALSE,FALSE,TRUE,FALSE,5,423413,467979,467974,0,0,0,1,0,0
16778,41254,4920,135,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,191,2097,96,0,14,FALSE,FALSE,TRUE,FALSE,FALSE,11,429345,467979,467928,1,1,0,0,0,0
119363,41172,2889,1963,FALSE,FALSE,TRUE,TRUE,FALSE,Organization,442,2353,65,0,4,TRUE,FALSE,FALSE,FALSE,FALSE,13,403668,467977,467143,1,0,0,0,1,0
844,41118,8282,2,FALSE,FALSE,FALSE,FALSE,FALSE,User,180,602,14,0,9,FALSE,FALSE,FALSE,FALSE,TRUE,2,409598,467979,467587,0,0,0,0,0,1
764,41019,5283,29,FALSE,FALSE,TRUE,TRUE,FALSE,User,78,506,10,0,5,FALSE,FALSE,FALSE,FALSE,TRUE,9,388139,467979,463686,1,1,0,0,0,0
1608,41003,3194,16,TRUE,FALSE,TRUE,TRUE,FALSE,User,115,441,1,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,4,390567,467975,467059,0,0,0,0,0,1
1844,40996,2121,116,FALSE,FALSE,TRUE,FALSE,TRUE,User,36,164,18,0,12,FALSE,FALSE,FALSE,FALSE,TRUE,15,424968,467978,467869,1,0,0,0,0,1
2989,40944,3722,2,FALSE,FALSE,TRUE,FALSE,TRUE,Organization,166,1007,17,0,6,TRUE,FALSE,FALSE,FALSE,FALSE,9,424414,467977,467913,1,1,0,0,0,0
22764,40923,3439,894,FALSE,FALSE,TRUE,FALSE,TRUE,Organization,259,3544,134,0,9,FALSE,TRUE,FALSE,FALSE,FALSE,6,407592,467978,467857,1,1,0,0,0,0
10955,40865,10050,61,TRUE,TRUE,FALSE,TRUE,FALSE,User,6,109,8,105,18,FALSE,FALSE,FALSE,FALSE,TRUE,5,425211,467980,466315,0,1,0,0,0,0
32926,40832,4573,1440,TRUE,FALSE,TRUE,TRUE,TRUE,User,485,2168,23,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,8,462765,467980,467979,0,1,0,0,0,0
159,40829,4842,11,TRUE,FALSE,TRUE,TRUE,FALSE,User,44,141,5,0,6,FALSE,FALSE,FALSE,FALSE,TRUE,6,413127,467979,467851,0,0,1,0,0,0
58568,40730,2151,537,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,111,5077,215,0,19,FALSE,FALSE,FALSE,FALSE,TRUE,14,396879,467979,467938,1,0,0,0,1,0
2272,40447,4294,139,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,12,611,19,0,4,FALSE,FALSE,FALSE,FALSE,TRUE,5,415479,467979,467559,1,0,0,1,0,0
34429,40054,12503,110,TRUE,FALSE,TRUE,TRUE,FALSE,User,12,511,6,0,7,FALSE,FALSE,FALSE,FALSE,TRUE,19,411788,467978,467906,1,0,0,0,0,1
91436,39988,4753,148,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,376,6482,427,2,13,FALSE,TRUE,FALSE,FALSE,FALSE,16,377441,467979,467897,1,1,0,0,0,0
72432,39879,3051,1042,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,136,1599,46,0,17,TRUE,FALSE,FALSE,FALSE,FALSE,12,419578,467979,467629,1,1,0,0,0,0
202492,39692,8184,92,TRUE,TRUE,TRUE,FALSE,TRUE,Organization,53,603,11,165,6,TRUE,FALSE,FALSE,FALSE,FALSE,11,409102,467980,467699,1,1,0,0,0,0
339,39628,4417,109,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,46,210,0,0,5,FALSE,FALSE,FALSE,FALSE,TRUE,4,418043,467980,467166,0,0,0,0,1,0
305009,39622,4881,1351,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,236,9556,152,0,3,FALSE,FALSE,FALSE,FALSE,TRUE,8,430941,467980,467979,1,0,0,1,0,0
4900,39611,6594,5,FALSE,TRUE,TRUE,FALSE,FALSE,User,2,2739,6,1224,15,FALSE,FALSE,FALSE,FALSE,TRUE,6,405966,467980,467968,1,0,0,0,0,1
129379,39608,3953,875,TRUE,FALSE,TRUE,TRUE,FALSE,Organization,107,4972,110,0,6,TRUE,FALSE,FALSE,FALSE,FALSE,19,368232,467978,467925,1,1,0,0,0,0
848593,39469,8819,531,TRUE,TRUE,TRUE,TRUE,FALSE,User,19,1313,78,457,15,FALSE,FALSE,TRUE,FALSE,FALSE,8,424471,467980,467377,0,0,0,0,0,1
2345396,39408,7290,383,TRUE,FALSE,TRUE,TRUE,TRUE,Organization,433,9380,421,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,28,411092,467978,467979,1,1,0,0,0,0
